user_age,user_location,device_type,ad_category,time_of_day,historical_ctr,clicked
38,Canada,Desktop,Electronics,Morning,0.0306,0
31,Australia,Mobile,Travel,Morning,0.0321,1
55,UK,Desktop,Finance,Morning,0.0864,0
47,Germany,Mobile,Gaming,Night,0.137,0
47,Germany,Mobile,Travel,Evening,0.0319,0
37,UK,Mobile,Electronics,Night,0.0241,0
46,India,Tablet,Electronics,Afternoon,0.0164,0
65,India,Desktop,Gaming,Morning,0.1263,0
53,USA,Mobile,Education,Afternoon,0.0538,0
52,USA,Tablet,Electronics,Evening,0.0157,0
28,India,Mobile,Finance,Night,0.1023,0
54,Canada,Mobile,Electronics,Night,0.0334,0
31,India,Tablet,Travel,Morning,0.0257,0
37,UK,Desktop,Fashion,Evening,0.0365,0
36,USA,Mobile,Education,Night,0.0715,0
57,Australia,Desktop,Finance,Morning,0.0714,0
55,USA,Desktop,Finance,Evening,0.098,0
35,USA,Mobile,Travel,Afternoon,0.0495,0
23,USA,Mobile,Electronics,Afternoon,0.0484,0
36,India,Mobile,Travel,Night,0.0314,0
27,India,Desktop,Fashion,Evening,0.0308,0
63,India,Mobile,Gaming,Afternoon,0.1527,0
55,Canada,Mobile,Gaming,Afternoon,0.1409,0
47,USA,Mobile,Education,Evening,0.0842,0
18,Canada,Mobile,Finance,Evening,0.0876,0
18,India,Mobile,Electronics,Evening,0.0368,0
38,India,Mobile,Gaming,Evening,0.1354,0
62,Canada,Mobile,Gaming,Morning,0.1342,0
44,UK,Mobile,Travel,Afternoon,0.0407,0
41,India,Tablet,Gaming,Night,0.1426,0
43,USA,Tablet,Travel,Morning,0.0213,0
45,Canada,Desktop,Fashion,Afternoon,0.0377,0
37,USA,Mobile,Travel,Night,0.0226,0
22,USA,Desktop,Finance,Night,0.0719,0
52,Canada,Mobile,Electronics,Night,0.0495,0
34,India,Mobile,Electronics,Evening,0.0448,0
35,Germany,Mobile,Gaming,Morning,0.1234,0
49,UK,Mobile,Finance,Morning,0.0992,0
65,India,Mobile,Gaming,Morning,0.112,0
19,Canada,Desktop,Travel,Afternoon,0.0279,0
54,India,Desktop,Travel,Night,0.0194,0
22,USA,Mobile,Fashion,Evening,0.0254,0
58,Germany,Mobile,Education,Night,0.0603,0
50,USA,Mobile,Travel,Evening,0.0336,0
43,USA,Tablet,Education,Evening,0.0691,0
44,USA,Mobile,Education,Afternoon,0.0765,0
40,USA,Mobile,Travel,Morning,0.0371,0
20,India,Desktop,Fashion,Afternoon,0.0153,0
31,India,Tablet,Electronics,Morning,0.0326,0
44,Germany,Mobile,Education,Evening,0.0824,0
32,Germany,Desktop,Electronics,Morning,0.0238,0
44,Germany,Desktop,Electronics,Morning,0.0217,0
57,India,Mobile,Finance,Afternoon,0.094,1
41,USA,Desktop,Education,Morning,0.0549,0
32,Germany,Mobile,Gaming,Night,0.1478,0
47,UK,Mobile,Finance,Morning,0.0808,0
63,India,Mobile,Finance,Evening,0.0754,0
47,Australia,Mobile,Travel,Morning,0.0364,0
33,India,Mobile,Travel,Afternoon,0.05,0
40,USA,Mobile,Finance,Morning,0.0966,0
62,USA,Mobile,Gaming,Morning,0.1146,0
34,India,Desktop,Finance,Morning,0.0689,0
27,India,Mobile,Travel,Night,0.0398,0
36,India,Mobile,Fashion,Morning,0.0203,0
40,USA,Mobile,Gaming,Evening,0.1597,0
18,Germany,Mobile,Electronics,Evening,0.0498,0
51,India,Desktop,Travel,Morning,0.0379,0
25,UK,Mobile,Travel,Night,0.0201,0
36,USA,Mobile,Gaming,Evening,0.1573,0
23,India,Desktop,Travel,Morning,0.0394,0
19,USA,Desktop,Travel,Morning,0.0206,0
36,USA,Mobile,Electronics,Morning,0.0239,0
47,India,Desktop,Travel,Evening,0.0248,0
64,USA,Desktop,Education,Evening,0.0454,0
35,Canada,Mobile,Fashion,Morning,0.0208,0
56,USA,Mobile,Finance,Night,0.1002,0
29,USA,Mobile,Fashion,Afternoon,0.0389,0
33,Australia,Mobile,Education,Morning,0.0569,1
46,Canada,Mobile,Travel,Night,0.041,0
58,India,Mobile,Gaming,Afternoon,0.1423,0
26,UK,Mobile,Education,Night,0.0796,0
49,India,Mobile,Education,Night,0.0577,0
24,USA,Tablet,Gaming,Morning,0.1438,0
23,USA,Mobile,Travel,Night,0.0215,0
36,India,Mobile,Travel,Afternoon,0.0439,0
22,UK,Mobile,Fashion,Night,0.0395,0
25,India,Tablet,Electronics,Morning,0.0331,0
48,USA,Desktop,Electronics,Afternoon,0.0229,0
31,Germany,Desktop,Education,Night,0.0568,0
64,USA,Mobile,Education,Afternoon,0.0547,0
24,USA,Mobile,Education,Evening,0.0694,0
59,Australia,Desktop,Gaming,Evening,0.1243,0
54,Germany,Tablet,Fashion,Morning,0.0241,0
64,USA,Desktop,Travel,Morning,0.0341,0
24,India,Desktop,Finance,Evening,0.1035,0
43,India,Mobile,Gaming,Night,0.116,0
43,USA,Mobile,Fashion,Evening,0.0446,0
60,Australia,Mobile,Electronics,Afternoon,0.0299,0
33,USA,Desktop,Travel,Afternoon,0.0387,0
19,USA,Mobile,Finance,Night,0.0749,0
21,India,Mobile,Gaming,Afternoon,0.1342,0
26,USA,Mobile,Electronics,Afternoon,0.0358,1
55,India,Mobile,Fashion,Afternoon,0.0483,0
61,USA,Desktop,Travel,Night,0.0306,0
29,India,Mobile,Electronics,Evening,0.0315,0
62,UK,Mobile,Travel,Night,0.0308,0
58,USA,Desktop,Education,Night,0.0429,0
52,UK,Mobile,Travel,Night,0.0372,0
65,Germany,Mobile,Gaming,Afternoon,0.1327,0
30,UK,Desktop,Fashion,Night,0.0257,0
65,Australia,Mobile,Education,Afternoon,0.0718,0
40,USA,Tablet,Fashion,Evening,0.0199,0
27,India,Desktop,Gaming,Afternoon,0.1266,0
58,Canada,Mobile,Electronics,Morning,0.034,0
54,USA,Desktop,Travel,Night,0.0138,0
18,USA,Mobile,Electronics,Afternoon,0.0257,0
36,India,Desktop,Travel,Night,0.0383,0
18,India,Mobile,Education,Evening,0.0576,0
61,Australia,Mobile,Electronics,Afternoon,0.0409,0
52,UK,Mobile,Fashion,Night,0.0324,0
52,USA,Desktop,Electronics,Night,0.0327,0
34,USA,Mobile,Electronics,Afternoon,0.0304,0
55,India,Desktop,Fashion,Morning,0.0224,0
21,USA,Desktop,Fashion,Night,0.0332,0
26,USA,Mobile,Gaming,Evening,0.1164,1
50,India,Desktop,Education,Morning,0.0566,0
43,UK,Tablet,Fashion,Afternoon,0.0157,0
27,USA,Desktop,Education,Morning,0.0516,0
29,Canada,Mobile,Electronics,Evening,0.039,0
52,Australia,Mobile,Travel,Afternoon,0.0464,0
22,UK,Mobile,Education,Morning,0.0513,0
18,Germany,Mobile,Gaming,Morning,0.1585,0
63,USA,Mobile,Fashion,Afternoon,0.0206,0
55,Australia,Mobile,Travel,Afternoon,0.0384,0
18,India,Mobile,Travel,Afternoon,0.0367,0
48,India,Mobile,Electronics,Morning,0.0485,0
57,Australia,Desktop,Travel,Night,0.0339,0
42,Canada,Mobile,Travel,Afternoon,0.0267,0
62,Canada,Desktop,Travel,Night,0.0246,0
22,Germany,Mobile,Education,Evening,0.0798,0
57,Germany,Tablet,Fashion,Morning,0.0366,0
21,India,Desktop,Finance,Evening,0.0676,0
57,Canada,Mobile,Electronics,Night,0.0495,0
61,India,Desktop,Finance,Evening,0.1031,0
44,USA,Tablet,Education,Morning,0.0641,0
47,USA,Mobile,Electronics,Night,0.0371,0
48,UK,Desktop,Education,Afternoon,0.0448,0
38,India,Desktop,Gaming,Morning,0.1424,0
26,UK,Mobile,Education,Morning,0.0605,0
37,Canada,Mobile,Travel,Morning,0.0218,0
28,Canada,Mobile,Finance,Morning,0.08,0
50,Canada,Mobile,Gaming,Afternoon,0.1424,0
44,USA,Mobile,Education,Morning,0.0701,0
64,Germany,Mobile,Gaming,Afternoon,0.1105,0
34,USA,Mobile,Gaming,Morning,0.1262,0
53,UK,Desktop,Electronics,Afternoon,0.0305,0
25,Canada,Mobile,Fashion,Morning,0.0459,0
29,India,Mobile,Electronics,Night,0.0229,0
25,USA,Mobile,Travel,Afternoon,0.0339,0
54,India,Tablet,Finance,Morning,0.1,0
43,USA,Desktop,Finance,Morning,0.066,0
48,USA,Desktop,Electronics,Morning,0.0326,0
46,USA,Mobile,Travel,Night,0.0492,1
41,USA,Desktop,Travel,Night,0.0337,0
57,Germany,Mobile,Finance,Night,0.1008,0
28,India,Mobile,Electronics,Afternoon,0.0407,0
52,Germany,Desktop,Travel,Night,0.0224,0
22,India,Desktop,Fashion,Morning,0.0261,0
41,USA,Desktop,Finance,Afternoon,0.0657,0
29,USA,Mobile,Finance,Morning,0.0943,0
41,India,Mobile,Gaming,Night,0.1592,0
61,India,Mobile,Finance,Night,0.0856,0
49,UK,Mobile,Finance,Evening,0.0888,0
42,USA,Mobile,Electronics,Evening,0.0445,0
55,Germany,Desktop,Fashion,Afternoon,0.0383,0
51,Canada,Desktop,Fashion,Morning,0.0396,0
44,UK,Mobile,Fashion,Night,0.0203,0
34,Germany,Tablet,Finance,Afternoon,0.0706,0
50,India,Mobile,Electronics,Afternoon,0.0334,0
22,USA,Desktop,Travel,Night,0.0154,0
25,India,Desktop,Travel,Morning,0.0386,0
29,USA,Mobile,Finance,Morning,0.0872,0
47,Germany,Tablet,Gaming,Night,0.119,0
28,India,Mobile,Gaming,Afternoon,0.1191,0
33,India,Mobile,Finance,Evening,0.0986,0
48,USA,Tablet,Gaming,Afternoon,0.1186,0
21,Australia,Mobile,Fashion,Afternoon,0.0468,0
20,USA,Mobile,Finance,Morning,0.0831,0
26,Australia,Mobile,Fashion,Evening,0.0281,0
54,India,Desktop,Education,Afternoon,0.0567,0
33,Canada,Mobile,Gaming,Afternoon,0.146,0
23,USA,Desktop,Fashion,Afternoon,0.0245,0
26,India,Mobile,Travel,Morning,0.0245,0
64,USA,Tablet,Gaming,Morning,0.1272,0
42,USA,Mobile,Finance,Evening,0.0781,0
50,India,Mobile,Travel,Evening,0.0469,0
28,UK,Mobile,Education,Night,0.0685,0
32,India,Desktop,Travel,Evening,0.0154,0
38,UK,Mobile,Finance,Night,0.081,0
23,USA,Desktop,Education,Afternoon,0.0428,0
44,India,Desktop,Travel,Night,0.0384,0
25,USA,Mobile,Education,Morning,0.0656,0
61,India,Mobile,Education,Evening,0.0683,0
18,USA,Tablet,Finance,Morning,0.0792,0
31,Germany,Mobile,Travel,Afternoon,0.0223,0
42,USA,Mobile,Finance,Night,0.075,0
44,India,Mobile,Finance,Afternoon,0.0962,0
63,India,Mobile,Education,Morning,0.065,0
61,Germany,Mobile,Gaming,Morning,0.1312,0
53,USA,Mobile,Education,Night,0.0584,0
56,UK,Desktop,Finance,Evening,0.0955,0
26,USA,Mobile,Education,Evening,0.0701,0
50,USA,Mobile,Gaming,Night,0.1554,0
41,USA,Mobile,Travel,Afternoon,0.0252,0
54,India,Mobile,Gaming,Afternoon,0.1251,0
65,UK,Mobile,Education,Night,0.0605,0
33,India,Desktop,Electronics,Night,0.023,0
55,India,Tablet,Gaming,Afternoon,0.1131,0
50,India,Mobile,Gaming,Afternoon,0.1349,1
50,Australia,Mobile,Education,Morning,0.0783,0
52,India,Desktop,Travel,Evening,0.0242,0
56,India,Desktop,Electronics,Morning,0.0246,0
36,UK,Tablet,Fashion,Morning,0.0379,0
53,Canada,Mobile,Finance,Evening,0.1136,1
51,Australia,Mobile,Fashion,Afternoon,0.0489,0
20,Australia,Tablet,Finance,Morning,0.0839,0
31,India,Mobile,Fashion,Afternoon,0.0223,0
37,Canada,Mobile,Gaming,Afternoon,0.1374,0
65,India,Desktop,Fashion,Night,0.0369,0
58,UK,Desktop,Education,Evening,0.0579,0
62,India,Mobile,Education,Evening,0.079,0
39,UK,Mobile,Gaming,Night,0.1128,0
61,India,Desktop,Gaming,Night,0.1475,0
58,UK,Mobile,Electronics,Night,0.0494,0
52,USA,Desktop,Education,Morning,0.0413,0
26,Australia,Mobile,Travel,Night,0.0314,0
55,Canada,Mobile,Education,Morning,0.0672,0
38,USA,Mobile,Finance,Afternoon,0.1069,0
56,USA,Mobile,Fashion,Afternoon,0.0255,0
25,UK,Mobile,Gaming,Evening,0.1252,0
43,Australia,Desktop,Electronics,Afternoon,0.0273,0
36,UK,Mobile,Fashion,Night,0.0363,0
39,USA,Desktop,Electronics,Evening,0.0364,0
49,Canada,Mobile,Electronics,Evening,0.0513,0
28,India,Mobile,Education,Afternoon,0.0746,0
39,USA,Mobile,Travel,Night,0.0239,0
30,Germany,Desktop,Fashion,Afternoon,0.0282,0
55,USA,Mobile,Travel,Afternoon,0.0497,0
20,India,Mobile,Travel,Night,0.0234,0
26,India,Mobile,Education,Night,0.0645,0
65,Germany,Desktop,Gaming,Morning,0.1038,0
51,Australia,Desktop,Travel,Morning,0.0286,0
35,India,Desktop,Electronics,Evening,0.0357,0
39,UK,Tablet,Fashion,Morning,0.031,0
23,Canada,Mobile,Gaming,Evening,0.1557,0
55,Canada,Mobile,Electronics,Afternoon,0.0257,0
42,UK,Mobile,Finance,Evening,0.1055,0
58,Canada,Desktop,Gaming,Morning,0.1394,0
19,Germany,Tablet,Education,Morning,0.0677,0
48,USA,Mobile,Gaming,Night,0.1174,1
37,Germany,Desktop,Finance,Morning,0.0662,0
31,India,Mobile,Gaming,Evening,0.1578,0
21,India,Mobile,Fashion,Afternoon,0.0353,0
55,Australia,Tablet,Gaming,Morning,0.1226,0
28,USA,Mobile,Finance,Evening,0.1148,0
24,India,Mobile,Education,Morning,0.0624,0
25,Australia,Mobile,Travel,Morning,0.033,0
40,UK,Mobile,Fashion,Morning,0.0297,0
64,Germany,Mobile,Travel,Evening,0.0296,0
51,UK,Tablet,Fashion,Morning,0.025,0
53,USA,Desktop,Finance,Afternoon,0.0794,0
55,USA,Mobile,Electronics,Evening,0.0498,0
25,India,Mobile,Electronics,Morning,0.0319,0
61,India,Tablet,Travel,Afternoon,0.0366,0
39,USA,Desktop,Fashion,Morning,0.0129,0
41,Australia,Desktop,Electronics,Afternoon,0.0162,0
49,Germany,Desktop,Fashion,Morning,0.0133,0
29,India,Mobile,Fashion,Evening,0.0527,0
26,Australia,Mobile,Education,Evening,0.0705,0
24,Australia,Desktop,Travel,Morning,0.0395,0
19,Germany,Mobile,Travel,Morning,0.0314,0
33,UK,Mobile,Travel,Night,0.0414,0
48,India,Desktop,Travel,Afternoon,0.0276,0
61,Australia,Desktop,Gaming,Morning,0.1079,0
43,India,Desktop,Gaming,Evening,0.1367,0
35,USA,Mobile,Gaming,Night,0.1251,0
53,UK,Mobile,Electronics,Afternoon,0.0457,0
37,UK,Mobile,Travel,Evening,0.0527,0
22,USA,Desktop,Gaming,Afternoon,0.1145,0
44,UK,Mobile,Finance,Evening,0.0764,0
33,India,Tablet,Electronics,Afternoon,0.0112,0
62,Australia,Desktop,Electronics,Morning,0.0341,0
56,USA,Mobile,Electronics,Evening,0.053,0
55,USA,Mobile,Travel,Evening,0.0458,0
53,India,Mobile,Travel,Evening,0.0356,0
27,UK,Mobile,Fashion,Night,0.0486,0
42,Canada,Tablet,Gaming,Evening,0.1273,0
56,USA,Desktop,Finance,Night,0.0647,0
58,Germany,Desktop,Finance,Evening,0.0898,1
52,India,Desktop,Finance,Evening,0.1029,0
33,India,Mobile,Electronics,Morning,0.0353,0
19,Australia,Desktop,Electronics,Night,0.0323,0
23,USA,Desktop,Education,Night,0.0668,0
41,USA,Tablet,Gaming,Evening,0.1234,0
48,India,Mobile,Education,Evening,0.0754,0
35,UK,Tablet,Travel,Evening,0.0313,0
59,India,Mobile,Finance,Night,0.0736,0
32,India,Mobile,Gaming,Night,0.1562,1
42,Germany,Mobile,Gaming,Morning,0.1317,0
19,USA,Desktop,Education,Evening,0.0727,0
54,UK,Mobile,Gaming,Afternoon,0.1105,0
44,Germany,Mobile,Travel,Morning,0.0224,0
48,USA,Mobile,Electronics,Afternoon,0.035,0
54,UK,Desktop,Electronics,Afternoon,0.0253,0
37,UK,Mobile,Electronics,Afternoon,0.024,0
49,USA,Desktop,Gaming,Night,0.1328,0
38,Canada,Desktop,Electronics,Evening,0.043,0
30,Canada,Mobile,Electronics,Afternoon,0.0216,0
34,India,Tablet,Travel,Morning,0.0142,0
46,Australia,Mobile,Travel,Morning,0.0363,0
36,UK,Mobile,Fashion,Evening,0.0351,0
48,UK,Mobile,Education,Night,0.0605,0
36,USA,Mobile,Finance,Night,0.081,1
65,USA,Mobile,Travel,Morning,0.026,0
65,India,Tablet,Fashion,Morning,0.0255,0
42,USA,Desktop,Finance,Evening,0.0963,0
49,Canada,Tablet,Travel,Night,0.023,0
42,India,Mobile,Gaming,Evening,0.1494,0
50,Canada,Mobile,Education,Morning,0.0689,0
43,Germany,Mobile,Electronics,Evening,0.032,0
22,Germany,Desktop,Electronics,Morning,0.0251,0
54,Canada,Mobile,Travel,Night,0.0347,0
46,India,Mobile,Gaming,Evening,0.1456,0
37,Germany,Mobile,Electronics,Night,0.03,0
53,UK,Mobile,Gaming,Afternoon,0.1231,1
47,India,Tablet,Finance,Evening,0.0864,0
56,India,Mobile,Education,Afternoon,0.0594,1
57,India,Mobile,Fashion,Evening,0.0514,0
52,USA,Mobile,Gaming,Night,0.1108,0
37,Germany,Mobile,Electronics,Morning,0.0303,0
52,USA,Desktop,Gaming,Morning,0.113,0
23,India,Mobile,Gaming,Afternoon,0.1468,1
32,Australia,Mobile,Gaming,Evening,0.1296,0
21,India,Mobile,Education,Evening,0.058,0
26,Germany,Mobile,Gaming,Evening,0.1238,0
33,Germany,Mobile,Finance,Morning,0.1057,0
20,Canada,Desktop,Electronics,Evening,0.0366,0
41,India,Mobile,Finance,Morning,0.0888,0
37,India,Tablet,Electronics,Evening,0.0207,0
51,India,Mobile,Electronics,Afternoon,0.0336,0
51,India,Desktop,Electronics,Night,0.0106,0
30,UK,Mobile,Education,Night,0.0578,0
63,Canada,Mobile,Fashion,Morning,0.0214,0
37,Australia,Mobile,Fashion,Morning,0.0223,0
24,UK,Tablet,Travel,Night,0.0328,0
39,India,Desktop,Education,Evening,0.0686,0
56,USA,Desktop,Fashion,Evening,0.0391,0
33,USA,Mobile,Education,Afternoon,0.0794,0
20,Germany,Mobile,Electronics,Night,0.0438,0
25,Australia,Mobile,Fashion,Morning,0.0399,0
32,India,Mobile,Electronics,Night,0.0417,1
32,USA,Tablet,Gaming,Morning,0.1305,0
32,USA,Mobile,Travel,Afternoon,0.0425,0
20,India,Mobile,Finance,Evening,0.0894,1
61,USA,Desktop,Electronics,Evening,0.0411,0
37,India,Mobile,Finance,Morning,0.0705,0
56,USA,Desktop,Travel,Night,0.0328,0
30,India,Desktop,Fashion,Evening,0.0167,0
29,USA,Mobile,Electronics,Morning,0.0454,0
62,India,Mobile,Finance,Morning,0.0732,0
20,USA,Desktop,Fashion,Morning,0.0126,0
22,India,Desktop,Education,Night,0.0509,0
54,USA,Mobile,Electronics,Morning,0.0397,0
34,UK,Mobile,Finance,Afternoon,0.076,0
51,USA,Mobile,Finance,Evening,0.0801,0
27,USA,Mobile,Fashion,Afternoon,0.0375,0
34,Australia,Mobile,Finance,Afternoon,0.0995,0
33,Germany,Mobile,Finance,Evening,0.0913,0
18,UK,Tablet,Electronics,Morning,0.0198,1
41,USA,Tablet,Electronics,Evening,0.0176,0
60,USA,Mobile,Fashion,Morning,0.0271,0
31,India,Desktop,Finance,Evening,0.0814,0
41,Canada,Mobile,Education,Afternoon,0.05,0
36,Canada,Desktop,Travel,Evening,0.0209,0
38,USA,Desktop,Education,Evening,0.0709,0
55,India,Mobile,Gaming,Afternoon,0.1471,0
47,Australia,Tablet,Fashion,Evening,0.0216,0
53,USA,Mobile,Fashion,Afternoon,0.039,0
57,Australia,Mobile,Gaming,Afternoon,0.1349,0
25,Australia,Mobile,Gaming,Evening,0.1507,0
47,Canada,Mobile,Gaming,Afternoon,0.1156,0
29,UK,Mobile,Finance,Morning,0.0984,0
18,Canada,Desktop,Electronics,Evening,0.0406,0
57,USA,Mobile,Finance,Morning,0.0844,0
37,India,Desktop,Electronics,Night,0.0263,0
33,USA,Desktop,Education,Morning,0.0475,0
39,Australia,Mobile,Finance,Morning,0.0793,0
56,USA,Desktop,Travel,Morning,0.012,0
34,India,Mobile,Finance,Afternoon,0.0752,0
59,India,Mobile,Finance,Afternoon,0.099,0
49,India,Desktop,Travel,Night,0.0104,0
47,USA,Mobile,Electronics,Morning,0.0365,0
50,Canada,Mobile,Education,Night,0.0649,0
48,Germany,Mobile,Electronics,Afternoon,0.0207,0
31,Australia,Desktop,Fashion,Night,0.0171,0
54,USA,Tablet,Gaming,Evening,0.1143,0
55,India,Desktop,Travel,Morning,0.0352,0
63,Canada,Mobile,Travel,Evening,0.0531,0
51,UK,Mobile,Gaming,Morning,0.1108,0
29,India,Mobile,Finance,Morning,0.1054,0
35,USA,Desktop,Fashion,Night,0.0354,0
55,India,Mobile,Gaming,Evening,0.1302,1
28,USA,Desktop,Finance,Evening,0.0722,0
45,UK,Mobile,Fashion,Evening,0.0346,0
49,India,Mobile,Finance,Evening,0.0952,0
53,Canada,Mobile,Electronics,Night,0.0253,0
30,UK,Desktop,Finance,Morning,0.0919,0
19,India,Mobile,Finance,Night,0.0749,0
26,USA,Mobile,Fashion,Morning,0.0223,0
62,Canada,Mobile,Gaming,Night,0.148,1
65,USA,Desktop,Travel,Evening,0.0202,0
58,USA,Mobile,Electronics,Afternoon,0.0296,0
57,India,Desktop,Education,Morning,0.0592,0
29,India,Mobile,Electronics,Afternoon,0.0237,0
45,India,Mobile,Finance,Night,0.1067,0
22,Australia,Mobile,Electronics,Night,0.0217,0
45,Germany,Mobile,Education,Evening,0.0701,0
41,USA,Mobile,Electronics,Night,0.0443,0
24,USA,Tablet,Electronics,Afternoon,0.0113,0
48,Canada,Mobile,Gaming,Morning,0.149,0
22,India,Mobile,Finance,Evening,0.0915,0
20,Canada,Desktop,Finance,Evening,0.067,0
22,Germany,Mobile,Travel,Evening,0.0488,0
35,India,Mobile,Education,Morning,0.0711,0
54,Canada,Desktop,Finance,Afternoon,0.0784,0
61,India,Mobile,Electronics,Evening,0.0544,0
19,UK,Mobile,Education,Morning,0.0638,0
32,India,Mobile,Gaming,Night,0.1392,0
35,USA,Desktop,Gaming,Afternoon,0.119,0
33,USA,Tablet,Travel,Night,0.0356,0
45,India,Mobile,Finance,Evening,0.0988,0
27,India,Mobile,Gaming,Night,0.141,1
57,USA,Mobile,Gaming,Night,0.143,0
64,USA,Mobile,Finance,Morning,0.0942,0
37,USA,Mobile,Finance,Evening,0.0895,0
65,Germany,Mobile,Education,Afternoon,0.0593,0
62,Australia,Desktop,Education,Evening,0.0742,1
20,USA,Mobile,Gaming,Night,0.1515,1
49,India,Mobile,Finance,Morning,0.1024,0
64,India,Desktop,Gaming,Morning,0.1471,0
37,USA,Mobile,Electronics,Night,0.035,0
38,India,Mobile,Gaming,Night,0.1462,1
44,Australia,Mobile,Finance,Evening,0.1009,0
29,USA,Mobile,Electronics,Morning,0.0314,0
24,India,Desktop,Gaming,Morning,0.132,0
31,Australia,Mobile,Travel,Night,0.032,0
41,India,Mobile,Gaming,Afternoon,0.144,0
42,USA,Mobile,Finance,Evening,0.1129,0
53,Canada,Mobile,Education,Evening,0.0845,0
46,Germany,Mobile,Electronics,Afternoon,0.0469,0
35,Australia,Mobile,Travel,Evening,0.0441,0
42,India,Mobile,Gaming,Evening,0.1154,0
35,Australia,Mobile,Fashion,Night,0.0405,0
40,USA,Tablet,Fashion,Evening,0.0224,0
42,USA,Mobile,Travel,Morning,0.0311,0
40,USA,Mobile,Finance,Morning,0.0815,0
46,Germany,Mobile,Finance,Afternoon,0.1089,0
50,India,Mobile,Finance,Morning,0.1022,0
36,Germany,Mobile,Electronics,Afternoon,0.0282,0
43,UK,Desktop,Fashion,Afternoon,0.0318,0
46,Canada,Desktop,Travel,Night,0.0235,0
55,Canada,Mobile,Electronics,Night,0.0341,0
63,USA,Desktop,Electronics,Evening,0.025,0
54,India,Desktop,Finance,Morning,0.0916,0
25,USA,Desktop,Finance,Morning,0.0672,0
19,India,Mobile,Electronics,Afternoon,0.0459,0
51,UK,Mobile,Gaming,Evening,0.1524,1
18,UK,Desktop,Electronics,Morning,0.0383,0
37,Canada,Mobile,Finance,Night,0.0875,0
63,India,Mobile,Gaming,Morning,0.1389,0
22,UK,Mobile,Fashion,Afternoon,0.043,1
18,Canada,Mobile,Electronics,Afternoon,0.0444,0
56,India,Mobile,Electronics,Evening,0.046,0
24,USA,Mobile,Gaming,Evening,0.1341,0
52,India,Desktop,Finance,Evening,0.067,0
40,USA,Desktop,Fashion,Night,0.0392,0
64,Canada,Mobile,Education,Evening,0.0705,0
44,USA,Mobile,Fashion,Afternoon,0.0313,0
64,Canada,Desktop,Gaming,Night,0.1455,0
28,Australia,Mobile,Gaming,Afternoon,0.12,0
21,Canada,Mobile,Gaming,Evening,0.1184,0
38,Germany,Mobile,Gaming,Night,0.131,0
25,Canada,Mobile,Gaming,Afternoon,0.1114,1
49,Canada,Mobile,Electronics,Afternoon,0.0437,0
56,India,Mobile,Fashion,Night,0.0323,0
64,USA,Desktop,Gaming,Evening,0.1112,0
32,India,Mobile,Electronics,Evening,0.043,0
44,UK,Mobile,Electronics,Evening,0.041,0
43,USA,Mobile,Travel,Evening,0.0253,0
42,Germany,Desktop,Travel,Morning,0.0312,0
19,USA,Mobile,Finance,Afternoon,0.1024,1
62,UK,Mobile,Finance,Afternoon,0.083,0
58,India,Desktop,Gaming,Night,0.1108,0
33,USA,Desktop,Education,Night,0.0505,0
38,India,Mobile,Electronics,Afternoon,0.0458,1
36,USA,Desktop,Gaming,Night,0.1379,0
42,USA,Mobile,Electronics,Afternoon,0.0407,0
38,USA,Desktop,Education,Evening,0.0565,0
33,USA,Mobile,Travel,Afternoon,0.0242,0
49,India,Mobile,Fashion,Afternoon,0.0334,0
64,India,Tablet,Fashion,Afternoon,0.0222,0
51,Canada,Mobile,Gaming,Afternoon,0.1226,1
39,UK,Mobile,Travel,Evening,0.0526,0
19,Australia,Desktop,Finance,Afternoon,0.0732,0
34,Germany,Mobile,Fashion,Afternoon,0.039,0
25,USA,Mobile,Travel,Afternoon,0.0223,0
52,USA,Mobile,Finance,Morning,0.0903,0
47,USA,Mobile,Finance,Night,0.0856,0
41,USA,Mobile,Travel,Night,0.0368,0
28,Germany,Mobile,Gaming,Evening,0.1216,1
21,Australia,Mobile,Education,Night,0.0728,0
48,India,Desktop,Fashion,Evening,0.0289,0
40,Australia,Mobile,Gaming,Morning,0.1345,0
45,India,Desktop,Travel,Evening,0.0361,0
31,USA,Desktop,Gaming,Night,0.1311,0
41,India,Mobile,Finance,Afternoon,0.0939,0
39,UK,Mobile,Gaming,Afternoon,0.154,0
18,India,Tablet,Gaming,Morning,0.1336,1
29,USA,Mobile,Travel,Afternoon,0.0379,0
52,India,Mobile,Fashion,Evening,0.0334,0
20,Germany,Desktop,Gaming,Evening,0.1255,0
37,USA,Mobile,Travel,Afternoon,0.0498,0
41,Australia,Tablet,Finance,Evening,0.0686,0
51,USA,Desktop,Electronics,Afternoon,0.0243,0
37,India,Mobile,Finance,Night,0.0943,1
44,Canada,Desktop,Gaming,Night,0.1318,0
46,Canada,Desktop,Electronics,Morning,0.0257,0
34,USA,Tablet,Finance,Evening,0.0851,0
49,Australia,Mobile,Education,Morning,0.0557,0
65,Canada,Mobile,Fashion,Evening,0.0518,0
37,India,Desktop,Gaming,Afternoon,0.1203,0
48,USA,Tablet,Gaming,Evening,0.1241,0
45,Germany,Desktop,Education,Afternoon,0.0603,0
20,India,Mobile,Electronics,Evening,0.0422,0
33,India,Mobile,Electronics,Afternoon,0.0302,0
24,India,Mobile,Fashion,Night,0.0377,0
